id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing,listing_year,listing_month,listing_quarter,price_mln,is_first_floor,is_last_floor,floor_ratio,subsidized_mortgage_int,distance_to_center_group,rooms_group,sale_price_group,market_type
N005413,2024-11-23,NB0209,Mitino O2 Residence,LSR,economy,Rogovskoye,TAO,55.291,37.04321,88.8,4,1,25,2025,under_construction,Bagrationovskaya,Filyovskaya,702,63.02,5221000,58800,DDU,False,23.5,2024,11,4,5.221,True,False,0.04,0,25+ km,4 rooms,<7 mln RUB,New Builds
N005414,2023-12-04,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,53.9,1,12,17,2026,under_construction,Fili,Filyovskaya,63,11.52,21522000,399300,DDU,True,15.5,2023,12,4,21.522,False,False,0.7058823529411765,1,10-15 km,1 room,15-25 mln RUB,New Builds
N005415,2025-02-17,NB0053,Scandinavia Residence,INGRAD,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.6359,37.69343,54.0,2,4,25,2027,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,75,13.89,10418000,192900,FZ214,False,23.5,2025,2,1,10.418,False,False,0.16,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N005416,2024-10-24,NB0052,Green Park Residence,MR Group,economy,Altufyevsky,SVAO,55.87836,37.57076,62.7,2,21,22,2024,completed,Molodyozhnaya,Arbatsko-Pokrovskaya,222,14.19,10967000,174900,DDU,False,23.5,2024,10,4,10.967,False,False,0.9545454545454546,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N005417,2022-06-19,NB0029,Buninskie Luga Residence,GK Granel,economy,Alekseevsky,SVAO,55.80465,37.65147,68.9,2,6,30,2026,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,24,5.96,16111000,233800,DDU,True,12.0,2022,6,2,16.111,False,False,0.2,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N005418,2024-04-27,NB0087,Level Residence,LSR,comfort,Ostankinsky,SVAO,55.80588,37.60901,60.4,2,5,30,2027,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,34,5.83,15655000,259200,DDU,True,18.5,2024,4,2,15.655,False,False,0.16666666666666666,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N005419,2024-11-02,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,65.7,2,2,30,2026,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,52,8.39,12592000,191700,DDU,False,23.5,2024,11,4,12.592,False,False,0.06666666666666667,0,5-10 km,2 rooms,10-15 mln RUB,New Builds
N005420,2021-10-04,NB0005,Green Park Residence,GK A101,economy,Zelenograd,ZelAO,56.00614,37.18327,34.5,1,18,22,2027,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,507,39.13,3693000,107100,FZ214,True,11.0,2021,10,4,3.693,False,False,0.8181818181818182,1,25+ km,1 room,<7 mln RUB,New Builds
N005421,2023-06-12,NB0180,Symbol Residence,PIK,economy,Desyonovskoye,NAO,55.50783,37.47109,73.0,2,10,22,2027,under_construction,Smolenskaya (F),Filyovskaya,330,28.93,9319000,127700,DDU,True,10.0,2023,6,2,9.319,False,False,0.45454545454545453,1,25+ km,2 rooms,7-10 mln RUB,New Builds
N005424,2024-10-16,NB0048,Preobrazhenie Residence,INGRAD,comfort,Troparyovo-Nikulino,ZAO,55.66534,37.4561,60.8,2,15,25,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,27,14.26,19716000,324300,DDU,False,23.5,2024,10,4,19.716,False,False,0.6,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N005425,2024-01-20,NB0154,Prokshino Residence,PIK,economy,Marfino,SVAO,55.82353,37.58736,69.9,3,4,17,2025,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,87,8.02,12930000,185000,DDU,True,18.5,2024,1,1,12.93,False,False,0.23529411764705882,1,5-10 km,3 rooms,10-15 mln RUB,New Builds
N005426,2021-09-12,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,32.4,0,2,30,2027,under_construction,Studencheskaya,Filyovskaya,47,4.38,7562000,233400,trade-in,True,11.0,2021,9,3,7.562,False,False,0.06666666666666667,1,0-5 km,Studio,7-10 mln RUB,New Builds
N005427,2023-01-29,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,34.6,0,29,30,2026,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,22,5.54,9167000,264900,trade-in,True,10.0,2023,1,1,9.167,False,False,0.9666666666666667,1,5-10 km,Studio,7-10 mln RUB,New Builds
N005428,2026-02-28,NB0237,Symbol Residence,INGRAD,business,Sokolniki,VAO,55.7909,37.67321,44.4,1,19,25,2026,completed,Sokolniki,Sokolnicheskaya,9,5.26,22317000,502600,DDU,False,19.5,2026,2,1,22.317,False,False,0.76,0,5-10 km,1 room,15-25 mln RUB,New Builds
N005429,2025-01-08,NB0091,Triumph Palace Residence,MR Group,comfort,Sokolinaya Gora,VAO,55.77799,37.71816,60.3,2,8,17,2027,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,7,6.65,17466000,289700,FZ214,False,23.5,2025,1,1,17.466,False,False,0.47058823529411764,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
N005430,2021-02-01,NB0107,Silver Park Residence,LSR,economy,Ryazanovskoye,NAO,55.4638,37.52058,48.3,1,25,25,2024,under_construction,Aleksandrovsky Sad,Filyovskaya,397,32.87,4739000,98100,DDU,True,6.75,2021,2,1,4.739,False,True,1.0,1,25+ km,1 room,<7 mln RUB,New Builds
N005431,2025-10-19,NB0235,Headliner Residence,DONSTROY,comfort,Yuzhnoye Tushino,SZAO,55.83925,37.41747,36.9,1,3,25,2025,completed,Shchukinskaya,Tagansko-Krasnopresnenskaya,56,15.86,10156000,275200,DDU,False,19.5,2025,10,4,10.156,False,False,0.12,0,15-25 km,1 room,10-15 mln RUB,New Builds
N005432,2025-07-09,NB0148,Headliner Residence,FSK,premium,Yuzhnoye Tushino,SZAO,55.82815,37.44491,57.2,2,11,22,2025,completed,Shchukinskaya,Tagansko-Krasnopresnenskaya,31,13.75,28363000,495800,FZ214,False,19.5,2025,7,3,28.363,False,False,0.5,0,10-15 km,2 rooms,25-50 mln RUB,New Builds
N005433,2025-07-15,NB0122,Losiny Ostrov Residence,MR Group,comfort,Konkovo,YuZAO,55.64255,37.51996,55.5,2,10,25,2026,under_construction,Troparyovo,Sokolnicheskaya,39,13.9,14381000,259100,trade-in,False,19.5,2025,7,3,14.381,False,False,0.4,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N005434,2021-10-21,NB0250,Level Residence,PIK,business,Sosenskoye,NAO,55.56126,37.42837,88.5,3,7,35,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,237,24.59,18860000,213100,installment,True,11.0,2021,10,4,18.86,False,False,0.2,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N005435,2022-02-06,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,29.6,0,2,22,2027,under_construction,Mayakovskaya,Zamoskvoretskaya,93,8.62,4998000,168800,DDU,True,22.5,2022,2,1,4.998,False,False,0.09090909090909091,1,5-10 km,Studio,<7 mln RUB,New Builds
N005436,2025-12-05,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,56.9,2,24,25,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,10,13.29,21690000,381200,DDU,False,19.5,2025,12,4,21.69,False,False,0.96,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N005437,2024-01-27,NB0049,Preobrazhenie Residence,Capital Group,premium,Donskoy,YuAO,55.70443,37.5969,57.1,1,6,22,2028,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,59,5.7,33084000,579400,installment,True,18.5,2024,1,1,33.084,False,False,0.2727272727272727,1,5-10 km,1 room,25-50 mln RUB,New Builds
N005438,2025-08-12,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,51.8,1,9,22,2026,under_construction,Ugreshskaya,MCC,365,33.81,6518000,125800,DDU,False,19.5,2025,8,3,6.518,False,False,0.4090909090909091,0,25+ km,1 room,<7 mln RUB,New Builds
N005439,2023-12-28,NB0182,Preobrazhenie Residence,MR Group,economy,Zapadnoye Degunino,SAO,55.84376,37.52338,24.1,0,6,22,2026,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,162,11.7,4677000,194100,DDU,True,15.5,2023,12,4,4.677,False,False,0.2727272727272727,1,10-15 km,Studio,<7 mln RUB,New Builds
N005440,2023-11-14,NB0015,Sheremetyevsky Residence,LSR,business,Novo-Peredelkino,ZAO,55.65817,37.32272,86.9,3,17,17,2025,under_construction,Novoslobodskaya,Koltsevaya,265,21.5,28176000,324200,DDU,True,15.5,2023,11,4,28.176,False,True,1.0,1,15-25 km,3 rooms,25-50 mln RUB,New Builds
N005441,2022-07-10,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,32.9,1,13,17,2027,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,271,18.62,5347000,162500,DDU,True,12.0,2022,7,3,5.347,False,False,0.7647058823529411,1,15-25 km,1 room,<7 mln RUB,New Builds
N005442,2023-09-28,NB0157,Metropolia Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.71128,37.8467,44.4,1,5,22,2025,under_construction,Prospekt Mira,Koltsevaya,187,14.92,7107000,160100,trade-in,True,15.5,2023,9,3,7.107,False,False,0.22727272727272727,1,10-15 km,1 room,7-10 mln RUB,New Builds
N005443,2024-08-21,NB0203,Level Residence,Samolet,economy,Vnukovo,ZAO,55.62739,37.25562,33.2,1,7,25,2025,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,342,26.87,6974000,210000,DDU,False,18.5,2024,8,3,6.974,False,False,0.28,0,25+ km,1 room,<7 mln RUB,New Builds
N005444,2023-09-22,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,37.1,1,16,22,2026,under_construction,Kuznetsky Most,Tagansko-Krasnopresnenskaya,129,9.64,9281000,250200,DDU,True,15.5,2023,9,3,9.281,False,False,0.7272727272727273,1,5-10 km,1 room,7-10 mln RUB,New Builds
N005445,2021-12-22,NB0196,Green Park Residence,INGRAD,economy,Krasnopakhorskoye,TAO,55.44777,37.30627,58.0,2,18,30,2024,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,496,39.36,4725000,81500,DDU,True,11.0,2021,12,4,4.725,False,False,0.6,1,25+ km,2 rooms,<7 mln RUB,New Builds
N005446,2021-04-13,NB0180,Symbol Residence,PIK,economy,Desyonovskoye,NAO,55.50783,37.47109,41.8,1,13,22,2027,under_construction,Chekhovskaya,Serpukhovsko-Timiryazevskaya,358,28.93,4378000,104700,DDU,True,11.0,2021,4,2,4.378,False,False,0.5909090909090909,1,25+ km,1 room,<7 mln RUB,New Builds
N005447,2021-11-04,NB0153,Preobrazhenie Residence,INGRAD,comfort,Zelenograd,ZelAO,55.99215,37.22084,71.1,3,15,35,2025,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,399,36.39,8967000,126100,DDU,True,11.0,2021,11,4,8.967,False,False,0.42857142857142855,1,25+ km,3 rooms,7-10 mln RUB,New Builds
N005448,2021-09-18,NB0185,Metropolia Residence,MR Group,economy,Lomonosovsky,YuZAO,55.69101,37.52172,33.1,1,9,25,2026,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,22,9.35,10012000,302500,DDU,True,11.0,2021,9,3,10.012,False,False,0.36,1,5-10 km,1 room,10-15 mln RUB,New Builds
N005449,2024-11-30,NB0197,Metropolia Residence,Etalon,business,Khovrino,SAO,55.88022,37.46544,89.4,4,12,17,2026,under_construction,Kutuzovskaya,Filyovskaya,195,17.07,26302000,294200,FZ214,False,23.5,2024,11,4,26.302,False,False,0.7058823529411765,0,15-25 km,4 rooms,25-50 mln RUB,New Builds
N005450,2026-04-08,NB0092,Mitino O2 Residence,FSK,comfort,Timiryazevsky,SAO,55.83294,37.55899,53.2,1,1,22,2027,under_construction,Voykovskaya,Zamoskvoretskaya,55,9.6,13870000,260700,FZ214,False,19.5,2026,4,2,13.87,True,False,0.045454545454545456,0,5-10 km,1 room,10-15 mln RUB,New Builds
N005451,2021-04-15,NB0085,Preobrazhenie Residence,PIK,comfort,Marfino,SVAO,55.85279,37.61108,76.4,3,14,35,2026,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,131,11.01,13506000,176800,FZ214,True,11.0,2021,4,2,13.506,False,False,0.4,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N005452,2021-07-09,NB0156,Headliner Residence,DONSTROY,business,Levoberezhny,SAO,55.87673,37.45964,58.4,2,19,25,2024,under_construction,Sokol,Zamoskvoretskaya,106,16.97,16231000,277900,DDU,True,11.0,2021,7,3,16.231,False,False,0.76,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N005453,2025-01-22,NB0207,Symbol Residence,Capital Group,comfort,Ryazanovskoye,NAO,55.45873,37.5218,52.9,2,21,35,2024,completed,Pervomayskaya,Arbatsko-Pokrovskaya,499,33.41,7506000,141900,installment,False,23.5,2025,1,1,7.506,False,False,0.6,0,25+ km,2 rooms,7-10 mln RUB,New Builds
N005454,2021-07-17,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,74.5,3,4,17,2025,under_construction,Turgenevskaya,Kaluzhsko-Rizhskaya,216,17.49,13308000,178600,DDU,True,11.0,2021,7,3,13.308,False,False,0.23529411764705882,1,15-25 km,3 rooms,10-15 mln RUB,New Builds
N005455,2023-09-05,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,52.9,2,21,30,2026,under_construction,Krasnopresnenskaya,Koltsevaya,18,1.94,31727000,599800,DDU,True,15.5,2023,9,3,31.727,False,False,0.7,1,0-5 km,2 rooms,25-50 mln RUB,New Builds
N005456,2022-06-23,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,50.5,1,29,30,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,228,12.43,25690000,508700,FZ214,True,12.0,2022,6,2,25.69,False,False,0.9666666666666667,1,10-15 km,1 room,25-50 mln RUB,New Builds
N005457,2024-08-29,NB0078,Sheremetyevsky Residence,LSR,business,Levoberezhny,SAO,55.86285,37.47939,81.9,4,1,30,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,22,14.99,27336000,333800,DDU,False,18.5,2024,8,3,27.336,True,False,0.03333333333333333,0,10-15 km,4 rooms,25-50 mln RUB,New Builds
N005458,2021-11-08,NB0012,Polar Residence,INGRAD,business,Vnukovskoye,NAO,55.65052,37.30897,59.3,1,2,30,2027,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,364,22.67,10984000,185200,FZ214,True,11.0,2021,11,4,10.984,False,False,0.06666666666666667,1,15-25 km,1 room,10-15 mln RUB,New Builds
N005460,2024-01-15,NB0132,Symbol Residence,DONSTROY,comfort,Marushkinskoye,NAO,55.57454,37.25671,53.1,1,22,25,2026,under_construction,Sportivnaya,Sokolnicheskaya,307,30.32,7271000,136900,DDU,True,18.5,2024,1,1,7.271,False,False,0.88,1,25+ km,1 room,7-10 mln RUB,New Builds
N005461,2021-06-10,NB0109,Polar Residence,Capital Group,economy,Severnoye Butovo,YuZAO,55.58201,37.57772,48.9,1,24,30,2025,under_construction,Filyovsky Park,Filyovskaya,245,19.3,8431000,172400,trade-in,True,11.0,2021,6,2,8.431,False,False,0.8,1,15-25 km,1 room,7-10 mln RUB,New Builds
N005462,2024-08-30,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,43.6,1,14,25,2025,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,75,9.91,8706000,199700,DDU,False,18.5,2024,8,3,8.706,False,False,0.56,0,5-10 km,1 room,7-10 mln RUB,New Builds
N005463,2022-09-14,NB0086,Silver Park Residence,DONSTROY,business,Bogorodskoye,VAO,55.81759,37.71418,67.5,2,27,30,2027,under_construction,Arbatskaya (F),Filyovskaya,127,9.18,19177000,284100,trade-in,True,12.0,2022,9,3,19.177,False,False,0.9,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N005464,2024-10-13,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,61.5,1,11,30,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,84,12.43,35558000,578200,DDU,False,23.5,2024,10,4,35.558,False,False,0.36666666666666664,0,10-15 km,1 room,25-50 mln RUB,New Builds
N005465,2021-02-03,NB0034,Mitino O2 Residence,DONSTROY,business,Meshchansky,CAO,55.79233,37.59288,61.8,2,11,17,2025,under_construction,Dinamo,Zamoskvoretskaya,27,4.62,29208000,472600,DDU,True,6.75,2021,2,1,29.208,False,False,0.6470588235294118,1,0-5 km,2 rooms,25-50 mln RUB,New Builds
N005466,2022-11-12,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,67.3,2,12,25,2026,under_construction,Sokol,Zamoskvoretskaya,12,8.99,22745000,338000,DDU,True,10.0,2022,11,4,22.745,False,False,0.48,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N005467,2025-10-14,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,27.2,1,5,22,2025,completed,Tyoply Stan,Kaluzhsko-Rizhskaya,111,24.42,6980000,256600,FZ214,False,19.5,2025,10,4,6.98,False,False,0.22727272727272727,0,15-25 km,1 room,<7 mln RUB,New Builds
N005468,2025-06-20,NB0198,Level Residence,GK A101,economy,Khamovniki,CAO,55.73128,37.57381,44.8,1,10,25,2025,completed,Semyonovskaya,Arbatsko-Pokrovskaya,129,3.87,22125000,493900,trade-in,False,23.5,2025,6,2,22.125,False,False,0.4,0,0-5 km,1 room,15-25 mln RUB,New Builds
N005469,2024-03-16,NB0184,Odintsovo-1 Residence,GK A101,comfort,Gagarinsky,YuZAO,55.7074,37.55187,33.7,0,15,35,2025,under_construction,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,65,6.74,12604000,374000,FZ214,True,18.5,2024,3,1,12.604,False,False,0.42857142857142855,1,5-10 km,Studio,10-15 mln RUB,New Builds
N005470,2025-08-03,NB0097,Green Park Residence,GK Granel,comfort,Severnoye Izmaylovo,VAO,55.80327,37.80043,52.9,1,25,25,2028,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,10,12.5,14813000,280000,FZ214,False,19.5,2025,8,3,14.813,False,True,1.0,0,10-15 km,1 room,10-15 mln RUB,New Builds
N005471,2023-11-24,NB0086,Silver Park Residence,DONSTROY,business,Bogorodskoye,VAO,55.81759,37.71418,22.0,0,14,30,2027,under_construction,Ulitsa Podbelskogo,Sokolnicheskaya,18,9.18,7945000,361200,installment,True,15.5,2023,11,4,7.945,False,False,0.4666666666666667,1,5-10 km,Studio,7-10 mln RUB,New Builds
N005472,2022-03-14,NB0214,Alye Parusa Residence,Capital Group,economy,Sviblovo,SVAO,55.84785,37.63177,44.0,1,2,17,2024,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,103,10.47,6758000,153600,DDU,True,22.5,2022,3,1,6.758,False,False,0.11764705882352941,1,10-15 km,1 room,<7 mln RUB,New Builds
N005473,2024-08-06,NB0157,Metropolia Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.71128,37.8467,78.5,4,7,22,2025,under_construction,Shosse Entuziastov,Kalininskaya,97,14.92,12601000,160500,trade-in,False,18.5,2024,8,3,12.601,False,False,0.3181818181818182,0,10-15 km,4 rooms,10-15 mln RUB,New Builds
N005474,2021-02-21,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,35.2,0,3,17,2026,under_construction,Fili,Filyovskaya,199,20.13,7515000,213500,trade-in,True,6.75,2021,2,1,7.515,False,False,0.17647058823529413,1,15-25 km,Studio,7-10 mln RUB,New Builds
N005475,2023-04-07,NB0050,Metropolia Residence,MR Group,comfort,Rogovskoye,TAO,55.28408,37.00679,41.7,1,3,22,2025,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,773,64.99,3099000,74300,DDU,True,10.0,2023,4,2,3.099,False,False,0.13636363636363635,1,25+ km,1 room,<7 mln RUB,New Builds
N005476,2025-03-01,NB0216,Severny Residence,LSR,business,Sokolniki,VAO,55.7909,37.69463,49.2,1,22,22,2028,under_construction,Chkalovskaya,Lyublinsko-Dmitrovskaya,54,6.19,18705000,380200,DDU,False,23.5,2025,3,1,18.705,False,True,1.0,0,5-10 km,1 room,15-25 mln RUB,New Builds
N005477,2021-03-08,NB0064,Polar Residence,LSR,premium,Mosrentgen,NAO,55.6173,37.47993,46.1,1,21,25,2025,under_construction,Sokolniki,Sokolnicheskaya,280,17.57,13057000,283200,DDU,True,6.75,2021,3,1,13.057,False,False,0.84,1,15-25 km,1 room,10-15 mln RUB,New Builds
N005479,2021-07-26,NB0044,Alye Parusa Residence,Etalon,business,Novogireyevo,VAO,55.75549,37.80679,66.5,2,28,30,2025,under_construction,Perovo,Kalininskaya,19,11.64,19671000,295800,DDU,True,11.0,2021,7,3,19.671,False,False,0.9333333333333333,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N005480,2023-10-28,NB0106,Green Park Residence,PIK,comfort,Troparyovo-Nikulino,ZAO,55.65529,37.46387,72.6,2,11,25,2026,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,118,14.73,24140000,332500,DDU,True,15.5,2023,10,4,24.14,False,False,0.44,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N005482,2021-10-27,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,22.0,0,9,25,2026,under_construction,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,105,13.29,6057000,275300,DDU,True,11.0,2021,10,4,6.057,False,False,0.36,1,10-15 km,Studio,<7 mln RUB,New Builds
N005483,2024-11-28,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,46.8,1,13,25,2026,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,188,13.29,14553000,311000,DDU,False,23.5,2024,11,4,14.553,False,False,0.52,0,10-15 km,1 room,10-15 mln RUB,New Builds
N005484,2021-09-21,NB0036,Discovery Park Residence,INGRAD,comfort,Severnoye Butovo,YuZAO,55.58784,37.56903,61.8,2,21,22,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,39,18.75,12707000,205600,DDU,True,11.0,2021,9,3,12.707,False,False,0.9545454545454546,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N005485,2021-04-02,NB0032,Alye Parusa Residence,Samolet,comfort,Presnensky,CAO,55.78072,37.57329,22.0,0,6,22,2028,under_construction,Mayakovskaya,Zamoskvoretskaya,25,4.21,10710000,486800,DDU,True,11.0,2021,4,2,10.71,False,False,0.2727272727272727,1,0-5 km,Studio,10-15 mln RUB,New Builds
N005486,2021-10-15,NB0010,Green Park Residence,LSR,comfort,Bibirevo,SVAO,55.87057,37.58911,72.5,2,7,25,2027,under_construction,Trubnaya,Lyublinsko-Dmitrovskaya,138,13.12,13958000,192500,DDU,True,11.0,2021,10,4,13.958,False,False,0.28,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N005487,2025-06-23,NB0140,Buninskie Luga Residence,FSK,economy,Altufyevsky,SVAO,55.88543,37.59434,54.0,2,10,22,2026,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,62,14.72,9410000,174300,FZ214,False,23.5,2025,6,2,9.41,False,False,0.45454545454545453,0,10-15 km,2 rooms,7-10 mln RUB,New Builds
N005488,2026-04-14,NB0186,Silver Park Residence,DONSTROY,business,Yasenevo,YuZAO,55.59887,37.51502,42.7,1,13,17,2028,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,23,18.47,19152000,448500,FZ214,False,19.5,2026,4,2,19.152,False,False,0.7647058823529411,0,15-25 km,1 room,15-25 mln RUB,New Builds
N005489,2021-01-09,NB0084,Prokshino Residence,LSR,business,Novo-Peredelkino,ZAO,55.66322,37.35316,49.4,1,11,17,2026,under_construction,Ploshchad Ilyicha,Kalininskaya,272,19.56,12428000,251600,FZ214,True,6.75,2021,1,1,12.428,False,False,0.6470588235294118,1,15-25 km,1 room,10-15 mln RUB,New Builds
N005490,2025-09-23,NB0243,Prokshino Residence,GK A101,economy,Sokolinaya Gora,VAO,55.78927,37.71216,39.4,1,13,30,2025,completed,Shosse Entuziastov,Kalininskaya,57,6.94,8106000,205700,installment,False,19.5,2025,9,3,8.106,False,False,0.43333333333333335,0,5-10 km,1 room,7-10 mln RUB,New Builds
N005492,2025-10-07,NB0092,Mitino O2 Residence,FSK,comfort,Timiryazevsky,SAO,55.83294,37.55899,53.7,1,10,22,2027,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,22,9.6,14949000,278400,DDU,False,19.5,2025,10,4,14.949,False,False,0.45454545454545453,0,5-10 km,1 room,10-15 mln RUB,New Builds
N005493,2021-05-13,NB0165,Severny Residence,Etalon,economy,Novofyodorovskoye,TAO,55.34686,36.93524,81.9,3,8,25,2025,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,844,62.51,4664000,56900,installment,True,11.0,2021,5,2,4.664,False,False,0.32,1,25+ km,3 rooms,<7 mln RUB,New Builds
N005494,2022-02-21,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,64.0,2,17,17,2027,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,116,11.73,23240000,363100,DDU,True,22.5,2022,2,1,23.24,False,True,1.0,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N005495,2021-07-21,NB0238,Scandinavia Residence,GK Granel,business,Ochakovo-Matveyevskoye,ZAO,55.67924,37.47021,86.6,3,11,17,2026,under_construction,Pionerskaya,Filyovskaya,81,12.57,29239000,337600,DDU,True,11.0,2021,7,3,29.239,False,False,0.6470588235294118,1,10-15 km,3 rooms,25-50 mln RUB,New Builds
N005496,2023-08-29,NB0236,ZILART Residence,PIK,comfort,Mikhaylovo-Yartsevskoye,TAO,55.40128,37.21505,66.6,2,10,22,2027,under_construction,Novokuznetskaya,Zamoskvoretskaya,555,46.77,5746000,86300,FZ214,True,15.5,2023,8,3,5.746,False,False,0.45454545454545453,1,25+ km,2 rooms,<7 mln RUB,New Builds
N005497,2024-05-14,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,47.3,1,12,22,2027,under_construction,Voykovskaya,Zamoskvoretskaya,47,13.87,17424000,368400,DDU,True,18.5,2024,5,2,17.424,False,False,0.5454545454545454,1,10-15 km,1 room,15-25 mln RUB,New Builds
N005498,2022-12-14,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,72.0,3,9,17,2027,under_construction,Delovoy Tsentr,MCC,178,18.62,13767000,191200,DDU,True,10.0,2022,12,4,13.767,False,False,0.5294117647058824,1,15-25 km,3 rooms,10-15 mln RUB,New Builds
